"","ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms","Reached.on.Time_Y.N"
"9721",9721,"4","1",4,2,147,3,"1","1",3,4152,1
"9722",9722,"5","1",3,4,179,2,"1","1",5,4882,1
"9723",9723,"1","3",3,4,201,3,"2","1",10,4032,1
"9724",9724,"2","3",3,2,140,3,"2","1",8,5724,0
"9725",9725,"3","3",5,1,139,3,"2","1",2,5632,0
"9726",9726,"5","3",4,1,152,5,"2","1",8,5711,0
"9727",9727,"4","3",6,4,171,5,"2","1",9,4376,1
"9728",9728,"5","3",5,4,97,3,"2","2",8,4577,0
"9729",9729,"1","3",4,2,257,3,"2","1",8,5772,0
"9730",9730,"2","3",4,1,154,4,"2","1",1,5480,0
"9731",9731,"3","3",3,5,138,2,"2","1",1,4881,1
"9732",9732,"5","3",5,5,173,2,"1","1",7,4716,0
"9733",9733,"4","3",3,5,252,3,"2","2",8,4557,1
"9734",9734,"5","3",5,2,251,2,"1","1",2,4245,1
"9735",9735,"1","3",3,5,223,4,"3","2",7,5042,1
"9736",9736,"2","3",5,2,261,3,"3","1",3,5303,1
"9737",9737,"3","3",4,2,111,2,"3","2",4,5393,0
"9738",9738,"5","3",3,2,210,3,"1","2",9,4731,1
"9739",9739,"4","3",4,1,161,3,"1","1",1,4789,0
"9740",9740,"5","3",3,4,143,3,"1","1",10,5261,0
"9741",9741,"1","3",4,3,170,2,"1","1",2,5607,0
"9742",9742,"2","3",2,5,151,3,"2","1",9,4767,1
"9743",9743,"3","3",3,3,154,2,"1","1",1,5884,1
"9744",9744,"5","3",4,4,146,3,"2","2",6,4672,1
"9745",9745,"4","2",5,1,238,5,"1","2",5,5854,0
"9746",9746,"5","2",4,2,264,2,"1","2",9,4490,0
"9747",9747,"1","2",4,5,196,3,"1","2",4,5610,0
"9748",9748,"2","2",5,4,164,3,"1","1",9,5135,1
"9749",9749,"3","2",4,2,144,4,"2","2",2,4316,0
"9750",9750,"5","2",3,5,147,2,"2","1",6,4350,0
"9751",9751,"4","2",3,4,181,3,"3","2",9,5470,0
"9752",9752,"5","2",4,3,212,3,"1","2",1,4518,0
"9753",9753,"1","2",2,3,258,2,"1","1",4,5052,1
"9754",9754,"2","2",3,5,202,2,"2","2",8,4552,1
"9755",9755,"3","2",4,5,143,3,"2","1",2,5286,1
"9756",9756,"5","2",5,3,175,3,"2","2",7,5047,1
"9757",9757,"4","2",5,1,135,3,"1","2",10,5301,1
"9758",9758,"5","2",2,5,249,3,"1","2",3,4169,0
"9759",9759,"1","2",4,2,202,3,"2","1",7,5821,0
"9760",9760,"2","2",4,5,135,3,"1","2",6,4557,0
"9761",9761,"3","2",3,2,268,4,"1","1",6,4415,0
"9762",9762,"5","2",4,3,103,2,"1","1",4,5146,0
"9763",9763,"4","2",6,4,225,4,"2","1",10,4723,0
"9764",9764,"5","2",6,5,211,6,"1","1",3,4957,0
"9765",9765,"1","2",3,5,161,2,"1","2",8,5021,0
"9766",9766,"2","2",4,4,155,2,"2","2",6,5942,0
"9767",9767,"3","2",5,2,182,4,"2","2",9,5159,0
"9768",9768,"5","2",5,5,124,3,"1","1",10,4331,0
"9769",9769,"4","2",4,3,167,3,"3","2",4,6000,1
"9770",9770,"5","2",4,4,246,3,"1","2",7,4090,0
"9771",9771,"1","2",3,2,196,5,"2","2",6,5692,0
"9772",9772,"2","2",3,5,211,2,"1","2",5,5877,1
"9773",9773,"3","2",2,1,234,4,"2","2",9,5075,0
"9774",9774,"5","2",3,5,174,6,"1","1",6,5713,0
"9775",9775,"4","2",5,4,190,3,"2","2",4,4424,1
"9776",9776,"5","2",4,1,255,3,"2","2",6,4313,1
"9777",9777,"1","2",3,1,192,3,"2","1",4,4997,1
"9778",9778,"2","2",5,2,174,3,"1","2",10,5973,1
"9779",9779,"3","2",3,1,263,3,"2","2",4,4208,0
"9780",9780,"5","2",5,5,251,2,"3","2",3,4741,1
"9781",9781,"4","2",5,3,223,3,"1","2",2,4671,1
"9782",9782,"5","2",3,3,168,2,"1","1",1,5097,1
"9783",9783,"1","2",3,4,213,3,"3","1",7,5516,1
"9784",9784,"2","2",4,3,99,6,"2","1",9,5903,0
"9785",9785,"3","2",4,4,267,3,"2","1",9,5254,0
"9786",9786,"5","2",5,1,183,3,"2","2",8,4531,0
"9787",9787,"4","2",4,4,180,3,"1","1",3,5031,0
"9788",9788,"5","2",2,1,206,2,"1","1",7,4721,0
"9789",9789,"1","2",4,2,216,3,"1","1",10,4636,0
"9790",9790,"2","2",5,5,167,3,"1","1",10,5591,0
"9791",9791,"3","2",3,2,162,3,"2","1",4,4812,1
"9792",9792,"5","2",3,1,250,3,"2","2",6,5832,0
"9793",9793,"4","2",4,2,245,3,"2","1",1,4731,1
"9794",9794,"5","2",3,4,226,3,"1","2",7,4411,1
"9795",9795,"1","2",5,1,226,2,"2","1",6,5395,0
"9796",9796,"2","2",5,4,222,2,"3","1",8,4996,1
"9797",9797,"3","2",4,1,177,2,"1","1",2,5911,0
"9798",9798,"5","2",4,4,223,3,"3","2",5,5654,0
"9799",9799,"4","2",5,5,210,6,"1","1",3,5051,0
"9800",9800,"5","2",4,2,170,2,"1","1",3,4299,0
"9801",9801,"1","2",5,5,135,4,"1","1",8,5029,0
"9802",9802,"2","2",3,5,192,4,"2","2",7,4741,1
"9803",9803,"3","2",4,2,204,3,"2","2",3,4001,0
"9804",9804,"5","2",3,4,244,3,"2","1",4,4458,0
"9805",9805,"4","2",3,2,255,4,"1","2",8,5511,0
"9806",9806,"5","2",4,5,160,2,"2","2",8,5234,0
"9807",9807,"1","2",4,1,150,2,"1","1",5,4133,0
"9808",9808,"2","2",4,2,242,6,"2","2",10,5655,1
"9809",9809,"3","2",4,5,240,6,"2","2",9,5498,1
"9810",9810,"5","2",2,4,246,2,"1","1",10,5337,1
"9811",9811,"4","2",3,1,232,2,"1","2",3,4562,1
"9812",9812,"5","2",4,3,274,3,"1","2",5,4409,0
"9813",9813,"1","2",4,3,253,3,"1","2",5,5703,0
"9814",9814,"2","2",5,1,229,4,"2","1",1,4584,1
"9815",9815,"3","2",4,4,131,3,"2","2",10,4625,0
"9816",9816,"5","2",4,3,125,3,"1","2",10,5883,0
"9817",9817,"4","2",3,3,201,3,"1","2",2,5540,1
"9818",9818,"5","2",4,4,207,3,"2","2",1,4019,0
"9819",9819,"1","2",3,1,144,2,"2","1",8,5378,1
"9820",9820,"2","2",3,5,109,4,"2","2",4,4308,0
"9821",9821,"3","2",4,2,161,2,"3","2",8,5654,1
"9822",9822,"5","2",4,2,151,3,"2","1",3,5154,1
"9823",9823,"4","2",3,3,149,4,"1","2",2,5282,0
"9824",9824,"5","2",5,5,239,3,"1","1",5,4122,0
"9825",9825,"1","2",4,3,287,5,"2","1",6,4376,1
"9826",9826,"2","2",3,3,132,2,"2","2",8,5810,1
"9827",9827,"3","2",5,2,165,5,"2","1",9,5313,0
"9828",9828,"5","2",5,4,143,2,"1","1",1,5872,1
"9829",9829,"4","2",4,4,262,3,"2","1",2,5429,0
"9830",9830,"5","2",5,3,201,6,"1","2",3,4025,1
"9831",9831,"1","2",4,3,213,4,"2","1",8,4220,0
"9832",9832,"2","2",2,3,269,2,"1","1",3,5976,0
"9833",9833,"3","2",6,5,217,4,"1","2",2,4073,0
"9834",9834,"5","2",4,3,133,2,"1","2",10,4195,0
"9835",9835,"4","2",3,4,248,3,"2","1",7,5299,0
"9836",9836,"5","2",4,3,244,3,"1","1",9,5339,0
"9837",9837,"1","2",4,1,197,3,"3","1",9,4917,0
"9838",9838,"2","1",5,5,268,4,"1","2",9,4208,0
"9839",9839,"3","1",5,5,203,4,"1","1",6,4557,1
"9840",9840,"5","1",4,4,224,2,"1","2",3,4817,0
"9841",9841,"4","1",3,4,212,3,"1","1",6,5935,1
"9842",9842,"5","1",5,4,208,6,"2","1",8,5098,0
"9843",9843,"1","1",4,5,155,3,"2","1",3,5939,1
"9844",9844,"2","1",5,4,260,3,"1","1",8,4535,0
"9845",9845,"3","1",2,2,174,3,"1","2",3,5348,0
"9846",9846,"5","1",4,1,161,3,"2","1",3,4590,0
"9847",9847,"4","1",5,5,246,3,"2","2",7,5167,0
"9848",9848,"5","1",5,1,173,4,"2","2",2,4615,0
"9849",9849,"1","1",3,2,175,2,"1","1",9,4859,0
"9850",9850,"2","1",5,1,243,3,"2","2",10,4037,0
"9851",9851,"3","1",3,2,122,4,"1","2",9,5299,1
"9852",9852,"5","1",4,2,219,2,"1","2",1,5071,1
"9853",9853,"4","1",3,2,217,3,"3","1",7,5910,0
"9854",9854,"5","1",4,3,250,6,"2","1",2,4246,0
"9855",9855,"1","1",3,3,274,3,"1","2",5,5981,1
"9856",9856,"2","1",2,2,260,3,"2","2",6,4747,0
"9857",9857,"3","1",4,4,185,2,"2","2",1,4729,0
"9858",9858,"5","1",4,5,270,3,"1","1",1,4131,0
"9859",9859,"4","1",6,3,166,5,"2","2",3,4596,1
"9860",9860,"5","3",4,4,160,4,"1","1",1,5520,1
"9861",9861,"1","3",3,2,247,3,"1","1",3,4338,0
"9862",9862,"2","3",4,2,272,2,"1","1",1,5703,1
"9863",9863,"3","3",4,5,171,2,"2","2",1,4439,0
"9864",9864,"5","3",5,2,211,3,"2","2",8,4962,0
"9865",9865,"4","3",3,4,271,3,"2","1",1,4444,1
"9866",9866,"5","3",6,4,155,5,"2","2",8,5982,0
"9867",9867,"1","3",4,1,220,3,"2","2",7,4552,1
"9868",9868,"2","3",3,3,220,3,"1","2",10,5234,1
"9869",9869,"3","3",2,4,285,3,"3","1",6,4427,1
"9870",9870,"5","3",3,1,109,6,"1","2",5,4374,1
"9871",9871,"4","3",3,4,194,3,"2","1",7,4565,0
"9872",9872,"5","3",3,3,214,2,"2","2",9,4185,0
"9873",9873,"1","3",3,5,161,3,"1","2",4,5629,0
"9874",9874,"2","3",3,5,202,4,"2","2",7,4458,0
"9875",9875,"3","3",3,3,179,8,"3","2",3,5429,1
"9876",9876,"5","3",5,1,137,5,"1","2",8,4584,0
"9877",9877,"4","3",6,1,173,3,"2","2",2,4892,0
"9878",9878,"5","3",3,4,243,3,"2","1",6,4950,0
"9879",9879,"1","3",4,2,258,5,"2","1",2,1494,0
"9880",9880,"2","3",6,3,245,4,"1","2",3,1982,1
"9881",9881,"3","3",6,3,296,4,"1","2",4,1650,0
"9882",9882,"5","2",5,4,267,5,"1","1",9,1113,0
"9883",9883,"4","2",6,5,268,4,"2","2",1,1248,1
"9884",9884,"5","2",7,4,277,5,"1","1",4,1373,0
"9885",9885,"1","2",6,1,259,4,"1","2",4,1198,0
"9886",9886,"2","2",5,1,275,5,"1","1",6,1156,1
"9887",9887,"3","2",6,3,298,4,"1","2",9,1515,1
"9888",9888,"5","2",5,2,243,5,"2","2",4,1385,0
"9889",9889,"4","2",7,2,255,4,"2","2",10,1372,0
"9890",9890,"5","2",4,5,232,5,"1","2",3,1817,0
"9891",9891,"1","2",3,4,247,3,"1","2",4,5844,0
"9892",9892,"2","2",4,4,272,2,"1","1",1,4013,1
"9893",9893,"3","2",4,1,171,2,"2","2",10,4536,0
"9894",9894,"5","2",5,5,211,3,"2","2",7,5983,1
"9895",9895,"4","2",3,1,271,3,"2","1",1,5486,1
"9896",9896,"5","2",6,1,155,5,"2","2",8,4882,0
"9897",9897,"1","2",4,5,220,3,"2","2",1,4912,1
"9898",9898,"2","2",3,5,220,3,"1","2",5,4407,0
"9899",9899,"3","2",2,1,285,3,"3","2",7,4999,0
"9900",9900,"5","2",3,1,109,6,"1","2",6,5457,1
"9901",9901,"4","2",3,2,194,3,"2","2",7,4727,1
"9902",9902,"5","2",3,5,214,2,"2","2",6,4578,0
"9903",9903,"1","2",3,5,161,3,"1","2",10,5663,1
"9904",9904,"2","2",3,3,202,4,"2","1",10,5137,1
"9905",9905,"3","2",3,2,179,8,"3","1",3,4584,0
"9906",9906,"5","2",5,1,137,5,"1","1",4,4586,1
"9907",9907,"4","2",6,2,173,3,"2","2",4,5970,0
"9908",9908,"5","2",3,1,243,3,"2","1",6,5371,0
"9909",9909,"1","2",4,5,258,5,"2","1",2,1481,0
"9910",9910,"2","2",6,2,245,4,"1","2",9,1594,0
"9911",9911,"3","2",6,4,296,4,"1","1",4,1973,0
"9912",9912,"5","2",5,5,267,5,"1","2",1,1352,1
"9913",9913,"4","2",6,1,268,4,"2","1",10,1958,0
"9914",9914,"5","2",7,2,277,5,"1","2",7,1260,1
"9915",9915,"1","2",6,2,259,4,"1","2",10,2000,1
"9916",9916,"2","2",5,3,275,5,"1","2",2,1816,0
"9917",9917,"3","2",6,2,298,4,"1","1",2,1648,0
"9918",9918,"5","2",5,5,243,5,"2","1",2,1817,0
"9919",9919,"4","2",6,5,280,4,"1","2",3,1819,1
"9920",9920,"5","2",6,3,277,4,"2","1",6,1623,1
"9921",9921,"1","2",6,4,284,4,"1","2",7,1518,1
"9922",9922,"2","2",4,1,258,5,"1","1",8,1306,0
"9923",9923,"3","2",7,1,254,4,"1","2",5,1865,1
"9924",9924,"5","2",5,4,263,5,"2","1",8,1548,0
"9925",9925,"4","2",6,2,267,4,"1","1",10,1580,0
"9926",9926,"5","2",6,3,247,4,"2","1",7,1626,1
"9927",9927,"1","2",5,1,233,5,"2","2",6,1631,1
"9928",9928,"2","2",7,2,254,4,"2","2",9,1788,0
"9929",9929,"3","2",6,1,289,5,"2","1",7,1223,0
"9930",9930,"5","2",6,2,282,4,"2","1",6,1674,0
"9931",9931,"4","2",5,3,243,6,"2","1",10,1729,1
"9932",9932,"5","2",5,3,243,5,"2","1",8,1223,1
"9933",9933,"1","2",4,2,228,5,"1","2",3,1473,1
"9934",9934,"2","2",5,5,235,5,"1","1",4,1758,0
"9935",9935,"3","2",4,4,274,6,"1","1",10,1355,1
"9936",9936,"5","2",6,4,254,5,"2","2",10,1435,0
"9937",9937,"4","2",4,5,251,6,"1","2",1,1625,0
"9938",9938,"5","2",7,1,310,4,"2","2",8,1601,1
"9939",9939,"1","2",7,3,288,4,"2","1",3,1989,0
"9940",9940,"2","2",4,3,218,5,"2","2",9,1024,0
"9941",9941,"3","2",5,5,251,5,"2","2",10,1683,0
"9942",9942,"5","2",5,3,263,5,"2","2",6,1192,0
"9943",9943,"4","2",4,4,266,6,"1","2",2,1776,1
"9944",9944,"5","2",6,2,307,4,"1","2",9,1674,0
"9945",9945,"1","2",7,5,268,4,"2","2",9,1754,1
"9946",9946,"2","2",6,5,157,5,"1","2",10,1133,0
"9947",9947,"3","2",7,3,262,4,"1","2",1,1384,1
"9948",9948,"5","2",4,2,245,5,"2","1",10,1668,1
"9949",9949,"4","2",5,5,217,6,"2","1",5,1616,0
"9950",9950,"5","2",6,3,259,4,"3","2",7,1208,0
"9951",9951,"1","2",5,2,238,5,"1","2",4,1962,0
"9952",9952,"2","2",6,4,288,4,"2","2",9,1575,0
"9953",9953,"3","2",7,4,284,4,"1","1",3,1751,1
"9954",9954,"5","2",4,4,243,5,"2","1",2,1842,0
"9955",9955,"4","2",6,2,260,4,"1","2",8,1522,0
"9956",9956,"5","2",4,3,264,5,"1","2",2,1541,0
"9957",9957,"1","2",5,2,269,5,"2","2",10,1113,1
"9958",9958,"2","2",7,4,282,4,"1","1",6,1800,0
"9959",9959,"3","2",5,2,250,6,"1","1",1,1296,1
"9960",9960,"5","2",5,5,230,5,"1","2",8,1067,0
"9961",9961,"4","2",6,5,254,4,"3","2",10,1217,0
"9962",9962,"5","2",5,4,256,5,"1","1",2,1723,1
"9963",9963,"1","2",4,2,255,5,"1","2",7,1378,0
"9964",9964,"2","2",7,3,306,4,"1","1",2,1790,1
"9965",9965,"3","2",6,2,189,2,"1","2",2,1837,0
"9966",9966,"5","2",6,3,280,4,"1","1",2,1753,0
"9967",9967,"4","2",6,5,310,4,"2","2",10,1553,0
"9968",9968,"5","2",5,4,266,2,"2","1",1,5494,0
"9969",9969,"1","2",3,3,196,3,"1","1",4,5622,0
"9970",9970,"2","2",3,2,198,5,"2","2",6,5443,0
"9971",9971,"3","2",5,5,163,2,"3","1",6,5253,1
"9972",9972,"5","2",3,3,137,3,"1","2",8,4742,0
"9973",9973,"4","2",3,1,167,2,"1","2",8,4171,1
"9974",9974,"5","2",3,5,115,2,"1","1",10,4200,0
"9975",9975,"1","1",5,2,192,2,"1","1",5,4046,0
"9976",9976,"2","1",4,2,238,5,"2","1",9,4618,0
"9977",9977,"3","1",4,2,142,3,"1","1",2,4790,1
"9978",9978,"5","1",3,2,256,2,"1","2",7,5725,1
"9979",9979,"4","1",4,1,208,3,"2","2",7,4592,0
"9980",9980,"5","1",3,2,257,2,"2","1",8,4242,1
"9981",9981,"1","1",4,3,227,3,"2","1",8,5829,1
"9982",9982,"2","1",4,2,219,4,"1","1",8,5660,0
"9983",9983,"3","1",5,3,202,2,"1","2",9,5645,1
"9984",9984,"5","1",4,2,158,3,"2","2",9,4078,1
"9985",9985,"4","1",6,3,235,3,"1","2",7,4829,1
"9986",9986,"5","1",4,4,233,3,"1","1",9,4300,1
"9987",9987,"1","1",4,5,244,3,"2","1",3,5857,1
"9988",9988,"2","1",3,5,244,5,"2","2",10,4163,0
"9989",9989,"3","1",3,5,148,3,"1","1",4,5919,0
"9990",9990,"5","1",5,5,171,2,"3","1",8,4602,0
"9991",9991,"4","1",5,2,197,5,"1","2",4,4196,1
"9992",9992,"5","1",3,1,256,3,"1","2",5,5643,0
"9993",9993,"1","1",6,3,223,2,"2","1",7,5007,0
"9994",9994,"2","1",5,2,271,4,"1","2",4,4066,0
"9995",9995,"3","1",2,1,135,4,"2","2",8,5001,1
"9996",9996,"5","1",6,4,272,2,"1","1",7,4145,0
"9997",9997,"4","3",3,1,265,3,"2","2",10,4244,0
"9998",9998,"5","3",5,5,180,2,"3","1",5,4585,1
"9999",9999,"1","3",5,3,187,3,"1","1",2,5967,0
"10000",10000,"2","3",3,3,158,3,"1","1",1,5502,0
"10001",10001,"3","3",4,1,234,2,"2","2",4,5164,0
"10002",10002,"5","3",6,4,224,5,"2","1",10,5602,0
"10003",10003,"4","3",4,4,153,3,"2","1",3,4422,1
"10004",10004,"5","3",3,5,125,2,"1","2",2,4182,1
"10005",10005,"1","3",4,1,204,3,"2","1",3,4310,0
"10006",10006,"2","3",3,1,199,3,"3","1",3,5127,0
"10007",10007,"3","3",3,4,216,3,"1","2",3,5149,0
"10008",10008,"5","3",4,3,183,3,"1","2",6,5712,1
"10009",10009,"4","3",4,3,136,3,"2","2",4,5769,1
"10010",10010,"5","3",4,1,269,3,"1","2",3,4409,1
"10011",10011,"1","3",5,5,105,4,"1","1",6,5135,1
"10012",10012,"2","3",4,2,253,2,"1","2",4,4502,1
"10013",10013,"3","3",3,1,263,3,"2","1",4,4616,0
"10014",10014,"5","3",4,1,266,3,"1","1",10,4382,0
"10015",10015,"4","3",3,3,185,2,"1","1",4,4746,0
"10016",10016,"5","3",3,4,245,2,"2","2",1,4427,0
"10017",10017,"1","3",3,5,184,3,"2","2",9,4969,0
"10018",10018,"2","3",5,4,235,3,"2","2",8,4636,0
"10019",10019,"3","2",3,2,247,3,"2","1",8,5194,0
"10020",10020,"5","2",4,4,145,2,"2","1",9,5070,0
"10021",10021,"4","2",3,3,158,2,"1","2",4,5960,0
"10022",10022,"5","2",4,5,268,2,"1","1",2,4721,1
"10023",10023,"1","2",3,1,186,3,"2","2",4,5515,1
"10024",10024,"2","2",2,3,226,3,"2","1",8,5106,1
"10025",10025,"3","2",5,1,258,3,"2","1",7,4466,1
"10026",10026,"5","2",3,4,189,3,"3","1",2,5464,0
"10027",10027,"4","2",5,3,255,4,"2","2",4,4178,1
"10028",10028,"5","2",5,5,207,4,"1","2",1,5035,0
"10029",10029,"1","2",3,5,271,3,"1","1",2,5229,1
"10030",10030,"2","2",3,4,239,4,"2","2",10,5455,1
"10031",10031,"3","2",4,4,186,3,"1","2",8,4969,1
"10032",10032,"5","2",4,1,139,3,"2","2",7,4275,0
"10033",10033,"4","2",3,3,224,6,"2","1",10,4221,0
"10034",10034,"5","2",4,2,198,2,"3","1",2,5662,0
"10035",10035,"1","2",4,4,102,3,"3","2",9,5644,1
"10036",10036,"2","2",3,3,219,3,"3","1",5,4321,0
"10037",10037,"3","2",4,5,240,5,"2","1",8,4314,0
"10038",10038,"5","2",3,2,222,2,"2","1",1,4021,1
"10039",10039,"4","2",2,2,221,2,"2","2",3,4500,1
"10040",10040,"5","2",5,3,229,2,"2","2",1,5294,1
"10041",10041,"1","2",5,2,146,3,"1","2",5,4725,0
"10042",10042,"2","2",3,3,165,2,"1","1",1,5661,0
"10043",10043,"3","2",4,4,200,3,"1","2",7,5807,1
"10044",10044,"5","2",4,2,232,2,"1","1",5,4907,0
"10045",10045,"4","2",5,5,240,2,"1","2",2,5655,0
"10046",10046,"5","2",5,4,240,4,"2","1",7,4552,1
"10047",10047,"1","2",3,2,187,3,"2","2",7,5334,0
"10048",10048,"2","2",5,4,239,3,"1","2",7,4960,0
"10049",10049,"3","2",3,1,171,4,"2","2",6,5398,0
"10050",10050,"5","2",4,2,239,4,"2","1",8,4039,0
"10051",10051,"4","2",4,2,166,5,"1","1",8,4493,0
"10052",10052,"5","2",6,1,113,2,"2","2",7,5234,1
"10053",10053,"1","2",4,3,104,5,"1","2",6,4617,1
"10054",10054,"2","2",3,4,270,3,"2","2",10,5417,0
"10055",10055,"3","2",5,1,145,2,"2","1",8,4485,1
"10056",10056,"5","2",3,5,171,3,"2","1",5,4075,1
"10057",10057,"4","2",4,5,160,3,"1","2",9,5799,1
"10058",10058,"5","2",4,2,210,2,"2","2",1,5437,1
"10059",10059,"1","2",4,1,256,4,"2","2",3,5324,0
"10060",10060,"2","2",4,5,155,3,"1","2",10,5315,1
"10061",10061,"3","2",5,1,126,5,"2","2",2,5659,1
"10062",10062,"5","2",3,1,189,3,"1","1",1,4886,0
"10063",10063,"4","2",4,1,206,3,"3","1",2,5013,1
"10064",10064,"5","2",4,3,242,2,"2","1",2,5879,0
"10065",10065,"1","2",3,1,258,2,"1","2",4,5262,0
"10066",10066,"2","2",4,4,196,4,"1","2",10,4871,1
"10067",10067,"3","2",3,3,209,3,"1","1",1,5186,0
"10068",10068,"5","2",4,4,259,2,"1","1",6,4308,1
"10069",10069,"4","2",2,1,140,2,"2","2",8,4965,0
"10070",10070,"5","2",5,3,141,2,"2","2",10,4651,0
"10071",10071,"1","2",3,1,160,2,"2","1",5,4435,1
"10072",10072,"2","2",5,4,208,4,"2","2",8,4116,0
"10073",10073,"3","2",3,4,198,3,"1","2",3,5322,0
"10074",10074,"5","2",4,4,264,3,"1","1",6,5959,1
"10075",10075,"4","2",4,3,136,4,"1","1",10,5911,0
"10076",10076,"5","2",4,4,221,4,"1","2",2,5595,1
"10077",10077,"1","2",5,3,242,3,"1","2",10,4889,1
"10078",10078,"2","2",4,2,162,3,"1","1",7,5614,0
"10079",10079,"3","2",4,5,258,3,"1","2",3,5422,1
"10080",10080,"5","2",5,3,172,3,"2","2",3,4056,0
"10081",10081,"4","2",4,4,222,4,"2","1",6,4733,0
"10082",10082,"5","2",3,2,215,2,"1","2",7,4305,0
"10083",10083,"1","2",3,4,164,2,"1","1",1,4067,1
"10084",10084,"2","2",5,1,233,3,"1","2",6,5560,0
"10085",10085,"3","2",4,4,249,3,"2","2",1,5743,0
"10086",10086,"5","2",4,5,217,3,"1","2",3,5380,1
"10087",10087,"4","2",4,3,260,3,"1","1",1,4796,0
"10088",10088,"5","2",4,1,219,2,"2","1",6,5314,0
"10089",10089,"1","2",4,1,267,4,"2","1",2,4024,0
"10090",10090,"2","2",5,3,137,4,"1","2",9,4754,0
"10091",10091,"3","2",4,5,141,2,"1","1",1,4395,1
"10092",10092,"5","2",4,2,201,2,"2","1",6,5729,0
"10093",10093,"4","2",5,1,125,4,"2","1",3,5595,0
"10094",10094,"5","2",3,1,173,2,"2","2",1,5927,1
"10095",10095,"1","2",3,5,271,2,"2","2",6,4020,1
"10096",10096,"2","2",4,5,243,3,"1","1",9,5263,0
"10097",10097,"3","2",5,1,151,3,"1","2",9,4895,0
"10098",10098,"5","2",4,4,224,4,"2","2",2,4503,1
"10099",10099,"4","2",3,2,141,3,"1","1",7,4682,0
"10100",10100,"5","2",3,2,133,3,"2","1",10,5803,0
"10101",10101,"1","2",3,2,239,3,"1","1",4,5628,1
"10102",10102,"2","2",4,3,203,2,"1","1",8,5597,0
"10103",10103,"3","2",4,2,220,3,"1","2",9,5896,0
"10104",10104,"5","2",4,3,212,2,"1","1",8,5513,0
"10105",10105,"4","2",2,4,252,4,"2","1",4,4787,0
"10106",10106,"5","2",5,5,265,3,"1","1",3,5637,0
"10107",10107,"1","2",4,2,199,3,"1","1",7,5342,0
"10108",10108,"2","2",3,5,209,3,"3","2",4,5413,0
"10109",10109,"3","2",4,5,254,3,"1","2",7,4363,0
"10110",10110,"5","2",2,3,216,3,"3","1",9,4032,1
"10111",10111,"4","2",5,4,196,2,"2","1",2,5515,0
"10112",10112,"5","1",4,4,258,3,"3","1",2,5420,0
"10113",10113,"1","1",3,3,137,3,"3","1",7,5794,1
"10114",10114,"2","1",6,5,282,4,"1","1",10,4901,0
"10115",10115,"3","1",3,2,156,2,"2","1",10,4276,0
"10116",10116,"5","1",4,5,237,5,"2","1",4,4917,0
"10117",10117,"4","1",4,5,170,3,"2","1",3,4695,1
"10118",10118,"5","1",4,1,243,3,"3","2",9,4277,0
"10119",10119,"1","1",4,5,163,3,"2","2",2,4887,0
"10120",10120,"2","1",3,4,257,3,"1","2",4,4883,0
"10121",10121,"3","1",5,4,179,6,"2","1",1,5433,0
"10122",10122,"5","1",3,3,274,4,"2","2",7,4828,0
"10123",10123,"4","1",3,4,174,2,"1","2",4,4295,1
"10124",10124,"5","1",4,2,162,6,"1","2",4,4094,0
"10125",10125,"1","1",6,2,269,6,"2","1",4,4423,0
"10126",10126,"2","1",4,1,147,2,"1","1",8,4600,1
"10127",10127,"3","1",6,4,286,4,"2","2",5,4262,0
"10128",10128,"5","1",2,5,271,3,"1","2",6,5471,1
"10129",10129,"4","1",5,2,130,4,"3","1",4,4371,0
"10130",10130,"5","1",4,5,258,2,"2","2",2,4303,1
"10131",10131,"1","1",5,1,151,3,"2","2",1,4981,0
"10132",10132,"2","1",5,4,208,8,"2","2",4,5155,1
"10133",10133,"3","1",6,2,137,10,"1","2",5,4510,0
"10134",10134,"5","3",3,1,250,3,"2","2",8,5509,0
"10135",10135,"4","3",4,5,211,2,"1","2",4,4106,1
"10136",10136,"5","3",4,1,196,3,"2","2",9,5216,1
"10137",10137,"1","3",3,4,174,3,"1","2",3,5366,1
"10138",10138,"2","3",6,5,277,4,"2","2",5,1845,1
"10139",10139,"3","3",6,2,284,4,"1","2",7,1181,1
"10140",10140,"5","3",4,5,258,5,"1","1",3,1162,0
"10141",10141,"4","3",7,1,254,4,"1","1",9,1876,0
"10142",10142,"5","3",5,5,263,5,"2","1",10,1789,1
"10143",10143,"1","3",6,5,267,4,"1","1",3,1550,0
"10144",10144,"2","3",6,4,247,4,"2","1",2,1858,1
"10145",10145,"3","3",5,1,233,5,"2","1",4,1622,0
"10146",10146,"5","3",7,5,254,4,"2","2",6,1014,0
"10147",10147,"4","3",6,3,289,5,"2","2",1,1949,1
"10148",10148,"5","3",6,2,282,4,"2","2",9,1385,0
"10149",10149,"1","3",5,3,243,6,"2","2",10,1189,1
"10150",10150,"2","3",5,1,243,5,"2","1",8,1732,0
"10151",10151,"3","3",4,5,228,5,"1","1",2,1996,0
"10152",10152,"5","3",5,4,235,5,"1","2",8,1549,0
"10153",10153,"4","3",4,1,274,6,"1","1",8,1141,1
"10154",10154,"5","3",6,3,254,5,"2","2",7,1615,1
